gaia_source_id	label	field	spine	overlay	applied	disposition
4526778333217510656	HIP 89490 / HD 348274	gl		GJ 4046	GJ 4046	added
4530744134231683840	HIP 92043 / HD 173667	gl	Gl 725.2	GJ 9635	GJ 9635	overlay-wins
4536614495522394112	HIP 90265 / HD 336196	gl		GJ 4057	GJ 4057	added
4548462729742343296	HIP 84195 / HD 155712	gl		GJ 12462	GJ 12462	added
4575374857376398976	HIP 84607 / HD 156668	gl		GJ 12476	GJ 12476	added
4590489981163831296	HIP 88945 / HD 166435	gl		GJ 12627A	GJ 12627A	added
4591351448523805312	HIP 88976	gl		GJ 12628	GJ 12628	added
4654969496256092032	HD 270712	gl		GJ 10665A	GJ 10665A	added
4660766641264343680	HIP 25647 / HD 36705	gl		GJ 10774A	GJ 10774A	added
4674061076849768832	HIP 16245 / HD 22001	gl	Gl 143.2A	GJ 9118A	GJ 9118A	overlay-wins
4714571105305843456	HIP 9044 / HD 12058	gl	Gl 81.2	GJ 9064	GJ 9064	overlay-wins
4726357491998516480	HIP 12261	gl		GJ 10368	GJ 10368	added
4741883764414703232	HIP 13218	gl		GJ 114.1		suppressed-collision
4758877919212831104	HIP 27887 / HD 40307	gl		GJ 2046	GJ 2046	added
4761524752938019200	Gaia 4761524752938019200	gl	Gl 181.1	GJ 9171	GJ 9171	overlay-wins
4795596831576255488	HIP 26369	gl		GJ 10792B	GJ 10792B	added
4795598309045006208	HIP 26373 / HD 37572	gl		GJ 10794A	GJ 10794A	added
4805806449875760384	HIP 25775 / HD 274255	gl		GJ 10776	GJ 10776	added
4815660547961306112	HIP 21770 / HD 29875	gl	Gl 174.1A	GJ 9164	GJ 9164	overlay-wins
4819591920506512768	HIP 25283 / HD 35650	gl		GJ 10763	GJ 10763	added
4847829165813317504	HIP 15973	gl		GJ 10476	GJ 10476	added
4918476567469050624	HIP 1031 / HD 870	gl		GJ 2001	GJ 2001	added
4962094636124753792	HIP 8514 / HD 11262	gl		GJ 10259	GJ 10259	added
4968258983641774208	HIP 10191 / HD 13513	gl		GJ 10302A	GJ 10302A	added
4973763482448692096	HIP 1322	gl		GJ 10041	GJ 10041	added
4978671015158662528	HIP 1696	gl	Gl 17.1	GJ 9010	GJ 9010	overlay-wins
4980466929965023104	HIP 3143	gl	Gl 27.1	GJ 9018	GJ 9018	overlay-wins
5040737312674978816	HIP 5663 / HD 7279	gl		GJ 10182	GJ 10182	added
5058175086056319616	HIP 15360	gl		GJ 10452	GJ 10452	added
5067008970494311936	HIP 11439	gl		GJ 10347	GJ 10347	added
5077642283022422656	Koeia / HIP 12961	gl		GJ 10381	GJ 10381	added
5107106033552702208	HIP 17420 / HD 23356	gl		GJ 10521	GJ 10521	added
5145955421492456960	HIP 11783 / HD 15798	gl		GJ 10359	GJ 10359	added
5152365363828101632	HIP 14165	gl	Gl 121.1	GJ 9108	GJ 9108	overlay-wins
5153091836072107136	HIP 14101	gl		GJ 3193ABC	GJ 3193ABC	added
5260759175761501696	HIP 31293	gl		GJ 10949A	GJ 10949A	added
5260759175761502976	HIP 31292	gl		GJ 10950B	GJ 10950B	added
5307769620053841280	HIP 48190	gl		GJ 2075B	GJ 2075B	added
5339892367684811520	HIP 55042 / HD 304043	gl		GJ 422	GJ 422	added
5357075947709011456	HIP 51523 / HD 91324	gl	Gl 397.2	GJ 9332A	GJ 9332A	overlay-wins
5357886734438478848	HIP 51271 / HD 90884	gl		GJ 11493	GJ 11493	added
536088338900732544	HIP 3876 / HD 4635	gl		GJ 10132	GJ 10132	added
5454500168322239872	HIP 52596	gl		GJ 11539	GJ 11539	added
5459060117921483008	HIP 50075 / HD 88742	gl	Gl 385.1	GJ 9320	GJ 9320	overlay-wins
5479778765278589568	HIP 31711 / HD 48189	gl	GJ 3400A	GJ 10960	GJ 10960	overlay-wins
5479782647926975360	HIP 31878	gl		GJ 10965	GJ 10965	added
5481848424118748672	HIP 30314 / HD 45270	gl		GJ 10914	GJ 10914	added
551050046451136256	HIP 18774 / HD 24451	gl	Gl 156.2	GJ 9139	GJ 9139	overlay-wins
5570642264461522048	HIP 31555	gl		GJ 10958	GJ 10958	added
5602386058511578368	HIP 38594	gl		GJ 11137A	GJ 11137A	added
5605469402661155968	HIP 36349	gl		GJ 2060AB	GJ 2060AB	added
5624529024402652288	HIP 44899	gl		GJ 11331	GJ 11331	added
5641572760305884800	HIP 43947 / HD 76740	gl		GJ 11293	GJ 11293	added
565471721996476160	HIP 6344	gl	Gl 56.4	GJ 9053	GJ 9053	overlay-wins
5657274198660921472	HIP 48659	gl		GJ 11423	GJ 11423	added
5690980582306104448	HIP 48336	gl		GJ 369		suppressed-collision
5698015743046182272	Tureis / HIP 39757 / HD 67523	gl		GJ 11177	GJ 11177	added
5746426720312132608	HIP 45839 / HD 80632	gl	Gl 340.3	GJ 9296	GJ 9296	overlay-wins
5765846127180770432	HIP 64690 / HD 113283	gl		GJ 11909	GJ 11909	added
5846770973285176960	HIP 70308	gl		GJ 2107	GJ 2107	added
5848544412499643264	HIP 72493 / HD 130042	gl		GJ 12134A	GJ 12134A	added
5876112300125320448	HIP 74273 / HD 134060	gl		GJ 12180	GJ 12180	added
5895265380327966464	HIP 69454	gl		GJ 2106	GJ 2106	added
5924187617032756736	HIP 84051	gl		GJ 12454	GJ 12454	added
5927236979422123264	HIP 81520 / HD 149612	gl		GJ 12388	GJ 12388	added
5930568598406530048	HIP 81262 / HD 149192	gl		GJ 12380A	GJ 12380A	added
5941374534288441728	HIP 80559 / HD 330856	gl		GJ 12352	GJ 12352	added
596878550087942528	HIP 43557 / HD 75767	gl		GJ 11280A	GJ 11280A	added
5970189332424492160	HD 152705	gl		GJ 12420A	GJ 12420A	added
5970189504223192960	HIP 82926	gl		GJ 2123B	GJ 2123B	added
5970956070030449792	HIP 81935 / HD 150689	gl		GJ 12397	GJ 12397	added
6004735609803506048	HIP 73633 / HD 132899	gl		GJ 12160A	GJ 12160A	added
6026895540811552512	HIP 82834 / HD 152606	gl		GJ 12417	GJ 12417	added
6035927380304634240	HIP 79578 / HD 145825	gl		GJ 12327	GJ 12327	added
6053245135154609280	HIP 59072 / HD 105211	gl	Gl 455.2	GJ 9388	GJ 9388	overlay-wins
6060965699625586176	HIP 62229 / HD 110810	gl		GJ 11842A	GJ 11842A	added
6088054505011960832	HIP 64550 / HD 114853	gl		GJ 11903A	GJ 11903A	added
6099000589942631424	HIP 70849	gl	Gl 550.3	GJ 9482A	GJ 9482A	overlay-wins
6124711741640147712	HIP 69285	gl		GJ 12037	GJ 12037	added
6149747002930436352	HIP 60310 / HD 107576	gl		GJ 11779	GJ 11779	added
6155259541913716608	HIP 63480	gl		GJ 11882	GJ 11882	added
6171375049483037696	HIP 67153 / HD 119756	gl	Gl 525.1	GJ 9459	GJ 9459	overlay-wins
6187271616797377152	HIP 63618 / HD 113194	gl		GJ 11887	GJ 11887	added
6189329043571426944	HIP 65669	gl		GJ 11936	GJ 11936	added
6245870673116518784	Sharjah / HIP 79431	gl		GJ 12326	GJ 12326	added
6258382634409906560	HIP 75798	gl		GJ 12229	GJ 12229	added
6260386975385254656	HIP 76779 / HD 139763	gl		GJ 12257	GJ 12257	added
6270906415441316224	HIP 69965 / HD 125276	gl	Gl 542.1A	GJ 9476A	GJ 9476A	overlay-wins
6286606170175267840	HIP 71743 / HD 128987	gl		GJ 12113	GJ 12113	added
6293916376311538944	HIP 67761	gl		GJ 11993	GJ 11993	added
6309706875115188224	HIP 72603 / HD 130819	gl	Gl 563.4	GJ 9498B	GJ 9498B	overlay-wins
6348288635054855680	HIP 104436 / HD 199509	gl		GJ 13059	GJ 13059	added
6357835488360338560	HIP 110719 / HD 212168	gl		GJ 13235B	GJ 13235B	added
6357835694518769408	HIP 110712 / HD 212168	gl		GJ 13234A	GJ 13234A	added
6370513647703084544	HIP 107022 / HD 205536	gl		GJ 13125	GJ 13125	added
6377828354964753792	HIP 117828 / HD 223889	gl		GJ 13437	GJ 13437	added
641154096631794432	HIP 47201	gl	GJ 1127	GJ 9304	GJ 9304	overlay-wins
6454967273273436416	HIP 101983 / HD 196378	gl	Gl 794.2	GJ 9701	GJ 9701	overlay-wins
6456884409233519360	HIP 103910	gl	GJ 9716	GJ 2151	GJ 2151	overlay-wins
6472858766996632704	HIP 99137 / HD 190422	gl		GJ 12920	GJ 12920	added
6519227714961476352	HIP 111983 / HD 214731	gl		GJ 13266	GJ 13266	added
6569895822110445440	HIP 109821 / HD 210918	gl	Gl 851.2	GJ 9774	GJ 9774	overlay-wins
6572326052043362304	HIP 107772	gl		GJ 13148	GJ 13148	added
6603693881832177792	HIP 112312	gl		GJ 871.1A	GJ 871.1A	added
6609167869190786688	HIP 112978	gl		GJ 13294	GJ 13294	added
6623761137270596992	HIP 111391	gl		GJ 13250	GJ 13250	added
6629790584164277376	HIP 89805 / HD 167425	gl		GJ 12652A	GJ 12652A	added
6634032740544236032	HIP 89042 / HD 165499	gl	Gl 705.1	GJ 9616	GJ 9616	overlay-wins
6651058467639413248	HIP 90945 / HD 170573	gl		GJ 12684A	GJ 12684A	added
6667318634003429504	HIP 98679 / HD 189484	gl	Gl 773.6	GJ 9680	GJ 9680	overlay-wins
67198925172337536	Gaia 67198925172337536	gl	Gl 157.1	GJ 9140	GJ 9140	overlay-wins
6766734242006157568	HIP 96710	gl		GJ 12861	GJ 12861	added
676768820148924416	HIP 39780 / HD 67228	gl		GJ 11178	GJ 11178	added
684865658135318144	HIP 44072	gl	Gl 330.1	GJ 9280	GJ 9280	overlay-wins
6881661519529805952	HD 358785	gl		GJ 13047	GJ 13047	added
6882963066420161664	HIP 103039	gl		GJ 13024	GJ 13024	added
6904703228801028864	HIP 101345 / HD 195564	gl		GJ 792.1AB	GJ 792.1AB	added
747266452000257280	HIP 49699 / HD 87883	gl		GJ 11454	GJ 11454	added
764805169996366720	HIP 54426 / HD 96612	gl		GJ 11586	GJ 11586	added
791297254127958784	HIP 57493	gl		GJ 1150		suppressed-collision
793785826901083520	HIP 47395	gl		GJ 11392A	GJ 11392A	added
8479094371605632	HIP 13976 / HD 18632	gl		GJ 10412	GJ 10412	added
875071278432954240	HIP 38228 / HD 63433	gl		GJ 11127	GJ 11127	added
892215482207937152	HIP 36357	gl		GJ 273.1C		suppressed-collision
898639447612575104	HIP 36704 / HD 59747	gl		GJ 11096	GJ 11096	added
918107434852949888	HIP 41484 / HD 71148	gl	Gl 307.1	GJ 9264	GJ 9264	overlay-wins
939072613334579328	HIP 33226 / HD 265866	gl		GJ 251	GJ 251	added
942860190374658688	HIP 30862 / HD 45391	gl		GJ 10938	GJ 10938	added
1019361632454363904	HIP 45836 / HD 80290	flam		37	37	added
1025309131366815232	HIP 47965 / HD 84335	flam		44	44	added
1081565094046074624	HIP 39348 / HD 65626	flam		54	54	added
1083911932896193280	HIP 40474 / HD 68457	flam		56	56	added
1097089442316408576	HIP 40215 / HD 67447	flam		55	55	added
1231881287184934272	HIP 69829 / HD 125180	flam		101	101	added
1325288029779869696	HIP 80247 / HD 147835	flam		23	23	added
1572176115892598528	HIP 59708 / HD 106478	flam		1	1	added
1704421629268883456	HIP 78661 / HD 145622	flam		18	18	added
1792369296632990848	HIP 105411 / HD 203344	flam		34	34	added
1808075236135604736	HIP 98754 / HD 190229	flam		14	14	added
1829590410954063744	HD 191571	flam		17	17	added
1908368597999299840	HIP 111546 / HD 214167	flam		8	8	added
198558953732674816	HIP 22453 / HD 30504	flam		1	1	added
2135550755683407232	HIP 96901 / HD 186427	flam		16	16	added
2143847082010882176	HIP 92204 / HD 174343	flam		205	205	added
2272956105327778816	HIP 107230 / HD 207130	flam		78	78	added
2284809424791725952	HIP 104105 / HD 201908	flam		77	77	added
2394298380366383744	HIP 116904 / HD 222561	flam		104	104	added
24262652508347520	HIP 11427 / HD 15228	flam		25	25	added
2448436443133372544	HIP 635 / HD 315	flam		4	4	added
2448444655110889088	HIP 664 / HD 352	flam		5	5	added
2505006999281376256	HIP 9155 / HD 12021	flam		58	58	added
2574158313504213504	HIP 8588 / HD 11257	flam		54	54	added
2890122152481960576	HIP 28756 / HD 41534	flam		72	72	added
3029166186781118336	HIP 37379 / HD 61772	flam		140		suppressed-collision
3119997254659748224	HIP 30720 / HD 45433	flam		78	78	added
3120313707851927296	HIP 30717 / HD 45416	flam		77	77	added
3131481481815806976	HIP 30422 / HD 44770	flam		8	8	added
3236198866162114048	HIP 25145 / HD 35148	flam		23	23	added
3278970486957732224	HIP 20884 / HD 28375	flam		44	44	added
3375636800495628160	HIP 30756 / HD 257498	flam		15	15	added
3482326708703712896	HIP 56280 / HD 100286	flam		17	17	added
3518794554458428160	HIP 58587 / HD 104337	flam		31	31	added
3650900223700313088	HIP 73193 / HD 132132	flam		1	1	added
3849706941207472512	HIP 48552 / HD 85762	flam	8	9	9	overlay-wins
3851460524814895744	HIP 47310 / HD 83425	flam		2	2	added
3865240291729568512	HIP 52660 / HD 93244	flam		37	37	added
390441943442220800	HIP 3478 / HD 4142	flam		68	68	added
3960724286666918016	HIP 60891 / HD 108651	flam		17	17	added
3996532769043341824	HIP 54347 / HD 96418	flam		52	52	added
4066303447672595200	HIP 89153 / HD 166464	flam	1	11	11	overlay-wins
4067435566661212672	HIP 87706 / HD 162978	flam		63	63	added
4131941783535773568	HIP 81724 / HD 150416	flam		24	24	added
4362277714227206016	HIP 85365 / HD 157950	flam		47	47	added
4402445936305708416	HIP 77464 / HD 141378	flam		30	30	added
4419512109110088448	HIP 73536 / HD 132933	flam		2	2	added
4464207428579939840	HIP 79492 / HD 145958	flam		49	49	added
4544678210716072320	HIP 83430 / HD 154143	flam		32	32	added
4614607631277672448	HIP 25776 / HD 39780	flam		31	31	added
4916676976173287936	HIP 8240 / HD 10934	flam		120		suppressed-collision
5209024611054646272	HIP 42794 / HD 75747	flam		9	9	added
5495414576539584768	HIP 30932 / HD 46355	flam		61	61	added
5504850447891220992	HIP 33779 / HD 53047	flam		23	23	added
5513506731136287744	HIP 40282 / HD 69194	flam		16	16	added
5593584059914156800	HIP 38423 / HD 64379	flam		212	212	added
5618016960638976896	HIP 35210 / HD 56577	flam		145	145	added
574112955678493824	HIP 5372 / HD 5848	flam		2	2	added
5932963991897373184	HIP 79490 / HD 145384	flam		39	39	added
6046821272776093184	HD 151659	flam		18	18	added
6053807844583576064	HD 108250	flam		256	256	added
6058439910929477120	HIP 61136 / HD 108968	flam		35	35	added
6059642884074103936	HIP 61966 / HD 110335	flam		39	39	added
607114384867121024	HIP 44838 / HD 78347	flam		74	74	added
6245698187231874816	HD 145501	flam		14	14	added
6781170726597994240	HIP 104174 / HD 200763	flam		2	2	added
738199432440796288	HIP 53377 / HD 94497	flam		47	47	added
745324027270565760	HIP 48742 / HD 86012	flam		18	18	added
818464227945910016	Intercrus / HIP 46471 / HD 81688	flam		41	41	added
820984274238224128	HIP 47973 / HD 84453	flam		14	14	added
821455861647126656	HIP 48113 / HD 84737	flam		15	15	added
91651720174254976	HIP 8271 / HD 10845	flam		3	3	added
977131899092457344	HIP 35726 / HD 57067	flam		20	20	added
