# Hand-curated structural overrides for Local Group objects whose LVDB
# summary row is too coarse for meaningful 3D rendering, plus a handful
# of major LG members not present in LVDB at all (M31, M33 — the
# `dwarf_all` table excludes the three major spirals). LVDB-matched
# rows leave the optional position columns empty; standalone rows
# (M31, M33) populate them.
#
# Columns:
#   name              — display name (must match LVDB's `name` column
#                        for merge; otherwise treated as a standalone
#                        row requiring ra/dec/distance below)
#   a_pc, b_pc, c_pc  — local-frame semi-axes in parsecs
#   orient            — orientation of the local frame in ICRS:
#                         disc:i=X,pa=Y   disc plane normal at inclination i
#                                         (degrees, 0=face-on), with line of
#                                         nodes at PA Y east of north. a, b
#                                         lie in the disc plane; c along the
#                                         disc normal.
#                         pa:X            long axis (a) in sky plane at PA X
#                                         east of north; b in sky plane
#                                         perpendicular; c along line of
#                                         sight to/from Sol.
#                         los             c-axis along line of sight from
#                                         Sol; a, b perpendicular (in the
#                                         transverse plane, galactic-aligned
#                                         choice for the basis seed).
#   source             — primary structural reference, cited by index
#                         label and pointer. Documentation: the build does
#                         not read it. It credits the values its paper
#                         carries, not the whole row: the values that no
#                         paper carries or that depart from their source
#                         are listed in /data/local-group/README.md#override-schema.
#   ra_deg, dec_deg,   — optional standalone position. Populated only
#   distance_kpc          when this row names an object not in LVDB
#                         (M31, M33); leave empty for LVDB-merge rows.
#                         All three must be set together or all empty.
#   m_v                — integrated apparent V magnitude; standalone rows
#                         only (M31/M33 via RC3, de Vaucouleurs 1991
#                         (/data/papers/index.md#devaucouleurs1991)).
#                         LVDB-merge rows take
#                         photometry from LVDB apparent_magnitude_v.
#   profile            — emission family: "disc" | "sersic"; empty falls
#                         to the family rule (Sérsic spheroid).
#   n_sersic           — hand-curated Sérsic index override (M32: the
#                         bulge component of the bulge + exponential-disc fit
#                         in Graham 2002 (/data/papers/index.md#graham2002),
#                         applied as a single index).
#   r_d_pc             — exponential-disc scale length; disc rows only.
#   bulge_to_total,    — Sérsic-bulge composite (M31 only). All three
#   bulge_re_pc,          set together or all empty.
#   bulge_n
#   source_profile     — profile-parameter source, separate from the
#                         structural source.
#   color              — optional population tint (hex); empty → the
#                         renderer's per-family default.
#
# Hand-curated overrides are
# acceptable only for truly singular edge cases where no canonical source
# resolves them. LVDB's projected (rhalf, ellipticity, PA) captures the
# typical dSph adequately; LMC / SMC / Sgr below carry well-studied
# departures (LMC's inclined disc; SMC's line-of-sight elongation; Sgr's
# 3D extent through tidal disruption) that warrant per-object detail.
# M31 / M33 are major spirals omitted from the LVDB dwarf_all table —
# hand-curated entries are the only way they reach the renderer.
# M33's distance_kpc (840) is the Cepheid distance of Gieren 2013
# (/data/papers/index.md#gieren2013); its source cells name the
# structural source only.
#
# Label visibility is governed at runtime by apparent-size ranking
# (local-group.ts → computeVisibleLabels) — no per-object threshold
# column. The MW-inside guard is the only exception, and it applies
# globally rather than per-object.
name	a_pc	b_pc	c_pc	orient	source	ra_deg	dec_deg	distance_kpc	m_v	profile	n_sersic	r_d_pc	bulge_to_total	bulge_re_pc	bulge_n	source_profile	color
LMC	4500	4500	1000	disc:i=32,pa=135	van der Marel 2014 (/data/papers/index.md#vandermarel2014)					disc		1500				van der Marel 2001 (/data/papers/index.md#vandermarel2001b)
SMC	3730	4960	6000	los	Subramanian 2012 (/data/papers/index.md#subramanian2012)
Sagittarius	2616	942	1000	pa:102	Ibata 1997 (/data/papers/index.md#ibata1997)
M 32	1600	1200	1200	pa:159	McConnachie 2012 (/data/papers/index.md#mcconnachie2012)						1.5					Graham 2002 (/data/papers/index.md#graham2002)
NGC 205	2700	1500	1500	pa:170	McConnachie 2012 (/data/papers/index.md#mcconnachie2012)
M31	15000	15000	500	disc:i=77,pa=37	McConnachie 2018 (/data/papers/index.md#mcconnachie2018)	10.6847	41.2687	776	3.44	disc		5300	0.31	1000	2.2	Courteau 2011 (/data/papers/index.md#courteau2011)
M33	8500	8500	400	disc:i=54,pa=22	Corbelli 2014 (/data/papers/index.md#corbelli2014)	23.4625	30.6602	840	5.72	disc		1800				Corbelli 2014 (/data/papers/index.md#corbelli2014)
