tyc	hip	hd	gl	gaia_source_id	reason
1625-1441-1		351431		1822784605765774208	no_parallax_published
1625-256-1		351049		1822977982388644864	refused_no_defensible_parallax
1625-464-1		351195		1822984064069088128	no_parallax_published
1625-986-1		351332			no_parallax_published
1626-1401-1		351602		1822389056467759872	no_parallax_published
1626-990-1		351574		1822738872963789056	refused_no_defensible_parallax
1627-144-1		345053		1827476977828604928	no_parallax_published
1627-1767-1		344912		1827751683920120448	refused_no_defensible_parallax
1627-1864-1		345039		1827452444978116224	no_parallax_published
1627-2208-1		344931		1827462203137642752	no_parallax_published
1627-2729-1		345059		1826591389944812288	refused_no_defensible_parallax
1627-2862-1		350603		1826525414895801344	no_parallax_published
1628-1155-1		345381			no_parallax_published
1628-150-1		350840		1826404404236158720	refused_no_defensible_parallax
1628-1556-1		345347		1826911657053296000	no_parallax_published
1629-1075-1		345781		1823663527892826112	no_parallax_published
1629-2149-1		345476			no_parallax_published
1629-3345-1		345747			no_parallax_published
1629-346-1		345896		1829678268794828928	no_parallax_published
1629-709-1		345760		1829870889508220544	no_parallax_published
1629-8-1		345762		1823867899616105728	refused_no_defensible_parallax
1629-812-1		351136		1823721458413316992	no_parallax_published
163-1281-1		289816			no_parallax_published
163-1391-1		289802		3114392043169531392	no_parallax_published
163-671-1		289807		3111409553452328192	no_parallax_published
163-769-1		289872		3111332931237266048	no_parallax_published
1630-2185-1		345867		1829937581755735040	no_parallax_published
1631-1187-1		355397		1808241296734985216	refused_no_defensible_parallax
1631-1739-1		355472		1808871587483103616	refused_no_defensible_parallax
1631-742-1		193141		1808338225566753664	no_parallax_published
1635-287-1		351897		1810128299211543808	refused_no_defensible_parallax
1637-300-1		352599		1811849309785711488	no_parallax_published
1638-583-1		352894			no_parallax_published
1639-1132-1		352105		1816343013807348352	no_parallax_published
1639-1685-1		352141		1815467007983283840	no_parallax_published
1639-204-1		351829		1828618713237423872	no_parallax_published
1639-232-1		351836			no_parallax_published
164-1042-1		55950		3111732019597786624	no_parallax_published
164-299-1		56668		3111430233716805248	refused_no_defensible_parallax
1640-1030-1		352224		1815897505437704832	no_parallax_published
1641-1214-1		352641		1817204824765954816	refused_no_defensible_parallax
1641-1571-1		352456		1815748349819542528	no_parallax_published
1641-553-1		352632		1817259078793784192	no_parallax_published
1642-1331-1		352967		1813982534142549760	no_parallax_published
1642-186-1		197229		1814168351609119104	no_parallax_published
1642-2969-1		352961		1814014037722275968	no_parallax_published
1642-363-1		352720		1817374630588464896	no_parallax_published
1642-890-1		352784		1814147804483192064	refused_no_defensible_parallax
1642-939-1		352767		1814238754708330368	no_parallax_published
1643-1328-1		346209			no_parallax_published
1643-1481-1		351826		1828655207589004160	no_parallax_published
1643-275-1		346537		1829275400864748160	no_parallax_published
1644-1252-1		352183		1817070684354231808	no_parallax_published
1644-1524-1		352406		1816832296489658752	no_parallax_published
1644-878-1		346808		1818620239835417088	no_parallax_published
1646-131-1		347276		1818107936132929280	no_parallax_published
1651-135-1		353081		1813200815730077696	no_parallax_published
1651-2047-1		353126			no_parallax_published
1655-1860-1		353080		1813227783829090816	no_parallax_published
1655-484-2		198811			no_parallax_published
1659-1012-1		347721		1838702613549412480	no_parallax_published
1659-469-1		347533		1841981391584782464	no_parallax_published
1659-863-1		347626		1814875165783892096	refused_no_defensible_parallax
166-1143-1		289535		3115621713774989440	no_parallax_published
167-1704-1		289695		3114729387073788928	no_parallax_published
167-3468-1		55681		3139392880294245760	no_parallax_published
167-627-1		289822			no_parallax_published
167-655-1		289823		3115023373291123328	no_parallax_published
168-2989-1		57072		3139240323055057024	no_parallax_published
169-2110-1	35991	58275		3136114063601619584	refused_no_defensible_parallax
170-757-1		267970		3128815784593307008	no_parallax_published
1711-2067-1		217949			no_parallax_published
1724-1309-1		223402		2822061592447904768	refused_no_defensible_parallax
174-341-1		54000			no_parallax_published
1741-416-1		3432		2809461154832609024	refused_no_defensible_parallax
1753-396-1		7255		309754626231138560	refused_no_defensible_parallax
176-2209-1		57560		3142681966247708160	refused_no_defensible_parallax
1772-495-1		16486		126322169360859648	no_parallax_published
1799-978-1		282969			no_v_magnitude
18-1177-1		5706		2553138812277275520	refused_no_defensible_parallax
1800-1683-1		282973			no_v_magnitude
1800-1718-1		282972			no_v_magnitude
1800-1816-1		282974			no_v_magnitude
1800-1846-1		23778		66718610389577088	refused_no_defensible_parallax
1800-1984-1		282970			no_parallax_published
1803-431-1		22850		70172897966208512	no_parallax_published
1803-944-1		23386		69816346960886784	refused_no_defensible_parallax
1807-591-1		282918		71551543811486336	no_parallax_published
1808-210-1		24104			no_parallax_published
1812-872-1		281273		71772378147285376	no_parallax_published
1813-596-1		24632		65756743873605888	refused_no_defensible_parallax
1814-1652-1		284132		53596179629678208	no_parallax_published
1814-409-1		284135		53581782899290240	no_parallax_published
1817-1492-1		283251			no_parallax_published
1818-6-1		283329		162511877333394048	no_parallax_published
1819-1517-1		283551		149937587478307968	refused_no_defensible_parallax
1822-1657-1		25488		163527619919911040	no_parallax_published
1822-1939-1		283378		163864104838114176	no_parallax_published
1825-1589-1		281445			no_parallax_published
1826-516-1		281597		167363712908822656	no_parallax_published
1829-834-1		284480		145842903096007552	no_parallax_published
183-359-1		61999		3088713503147594496	no_parallax_published
1830-1132-1		29538		146496116082607616	no_parallax_published
1830-1223-1		284573		146799306414420992	no_parallax_published
1831-1136-1		284641		146939047471307392	refused_no_defensible_parallax
1831-1597-1		284756		3413268513666777344	no_parallax_published
1831-1723-1		284751		3413478589106110592	no_parallax_published
1834-504-1		283812		148200943220970240	refused_no_defensible_parallax
1836-1741-1		284019		3419631043859709312	no_parallax_published
1840-1032-1		283992		153950938062645888	refused_no_defensible_parallax
1840-816-1		284006		153711764219057664	no_parallax_published
1841-380-1		282178		153108853890242048	no_parallax_published
1843-530-1		283820		158209660129315712	no_parallax_published
1844-120-1		283892		155046571337098880	no_parallax_published
1844-1400-1		282757		156669622297915008	refused_no_defensible_parallax
1844-185-1		282747			no_parallax_published
1844-506-1		283982		155732112538871424	no_parallax_published
1845-1059-1		285162		3418281354679808384	no_parallax_published
1845-1458-1		284109		3418770057536633600	no_parallax_published
1845-2726-1		285134		3418569358006328832	no_parallax_published
1848-1899-1		243956			no_parallax_published
1849-1732-1		240974		3419235666350273920	no_parallax_published
1849-2169-1		240946			no_parallax_published
1850-1338-1		241438		3420796904141501056	refused_no_defensible_parallax
1850-657-1		241453		3420799412402376448	refused_no_defensible_parallax
1852-886-2		243834		3417913400538465408	no_parallax_published
1856-862-1		243832		3442258202885931520	refused_no_defensible_parallax
1857-1108-1		240790		155558428359087104	no_parallax_published
1857-1596-1		284058		155474796755680384	no_parallax_published
1858-138-1		33706		156133301143534464	no_parallax_published
1858-384-1		241508		156088732263770496	no_parallax_published
1860-208-1		244828		3442800296477501568	no_parallax_published
1860-229-1		244694		3445878688517984384	no_parallax_published
1860-234-1		244893		3442755280923347328	no_parallax_published
1861-1126-1		246199		3404358896069406464	no_parallax_published
1861-1935-1		246054		3404304092286818048	no_parallax_published
1861-2064-1		245428		3404190430273799424	no_parallax_published
1862-458-1		38190		3427539762280259072	no_parallax_published
1863-490-1		249121		3427859410927113856	no_parallax_published
1864-1282-1		252051		3425351287463529856	no_parallax_published
1864-746-1		251149		3426139259341265920	no_parallax_published
1865-1984-1		245975			no_v_magnitude
1866-552-1		247236		3429315233040509952	refused_no_defensible_parallax
1867-1700-1	28238	40132		3427999358142350720	refused_no_defensible_parallax
1867-2050-1		249935			no_parallax_published
1868-1986-1		250472		3429711091583612544	no_parallax_published
1869-1171-1		37241		3441288571069642880	no_parallax_published
1869-1187-1		245524			no_parallax_published
1870-1577-1		247875		3443019301152654720	refused_no_defensible_parallax
1872-1154-1		250284		3430433402007286400	no_parallax_published
1872-1240-1		250151		3430425258745508352	no_parallax_published
1872-137-1		250219		3430034962181524736	no_parallax_published
1872-1402-1		251842			no_parallax_published
1872-2028-1		250422		3430416050339392256	no_parallax_published
1873-139-1		245839		3442664300630826368	no_parallax_published
1874-1160-1		246742		3444244023964135424	no_parallax_published
1874-625-1		247798		3443134651093807744	no_parallax_published
1874-71-1		38153		3443302360974956288	no_parallax_published
1874-729-1		246662		3441854063642746624	no_parallax_published
1875-1598-1		39451		3443585794458703488	refused_no_defensible_parallax
1875-2356-1		249279		3431548753476455040	no_parallax_published
1876-1586-1		251914		3436654537576916736	refused_no_defensible_parallax
1876-1638-1		251875		3436658252723923328	no_parallax_published
1876-2047-1		250751		3437663618673460992	no_parallax_published
1876-243-1		40628		3431665714021714304	no_parallax_published
1876-462-1		250027		3431319569720886656	no_parallax_published
1877-1418-1		252919			no_parallax_published
1877-1559-1		252205		3425376743731526272	no_parallax_published
1877-1703-1		253103		3425204193423568896	refused_no_defensible_parallax
1877-1716-2		253820		3377072212924335488	refused_no_defensible_parallax
1877-261-1		252374			no_parallax_published
1877-41-1		253550		3425148874245009536	no_parallax_published
1878-140-1		255453		3425726873763722752	refused_no_defensible_parallax
1878-40-1		255947		3377665193289172224	refused_no_defensible_parallax
1878-529-1		254317		3425664304677006592	no_parallax_published
1879-2091-1		257437		3376570698183515904	no_parallax_published
1879-2151-1		258637		3382487410771621888	no_parallax_published
1879-2318-1		258219		3376482324937806976	no_parallax_published
1879-598-1		257436		3377325714776314112	no_parallax_published
1880-1720-1		261131			no_parallax_published
1881-1236-1		252403			no_parallax_published
1881-1286-1		253752		3426066038740326912	refused_no_defensible_parallax
1881-1490-1		252754		3426802230495196288	no_parallax_published
1881-996-1		253491		3426721038434796288	no_parallax_published
1882-1017-1		254598		3432115208118950016	no_parallax_published
1882-1312-1		256069		3431804011970260224	no_parallax_published
1882-1482-1		255517			no_parallax_published
1883-1437-1		257714		3383810398137856256	no_parallax_published
1883-1566-1		258768		3383586200840449152	no_parallax_published
1883-2066-1		257255		3383882656665992832	no_parallax_published
1883-561-1		257229		3431947944913396736	refused_no_defensible_parallax
1884-1265-1		261604		3384814802008473728	refused_no_defensible_parallax
1885-360-1		252071		3430227896413388544	no_parallax_published
1886-1138-1		255275		3433527324645513984	refused_no_defensible_parallax
1886-41-1		254493		3432910017588031872	refused_no_defensible_parallax
1887-1239-1		257598		3432541097077499392	no_parallax_published
1887-147-1		257045		3432407953090560896	no_parallax_published
1887-721-1		257495			no_parallax_published
1888-1029-1		261751		3385846521871856000	no_parallax_published
1888-1615-1		260264		3385893934013098880	no_parallax_published
1888-310-1		261668		3385644486611125760	no_parallax_published
1888-361-1		260401		3385675513453917056	refused_no_defensible_parallax
1890-1320-1		256243		3433501623559680640	no_parallax_published
1891-1187-1		256837		3433632156209262848	no_parallax_published
1891-204-1		258562		3434411263275760896	no_parallax_published
1891-483-1		257105			no_parallax_published
1892-326-1		260426		3434647653979325696	no_parallax_published
1892-900-1		46610		3434157997644740096	no_parallax_published
1893-1016-1		263784		3379655343695354624	no_parallax_published
1893-1748-1		262163			no_parallax_published
1893-37-1		262991		3379447192400463232	refused_no_defensible_parallax
1894-1236-1		266749		3380006809458821120	no_parallax_published
1894-1942-1		265676			no_parallax_published
1894-211-1		266189		3380393042980988160	no_parallax_published
1894-2341-1		265706		3380342847699240192	no_parallax_published
1894-2744-1		265764		3380466783273358336	no_parallax_published
1895-1807-1		267499		3368091088413332992	no_parallax_published
1897-62-1		263271		3384700551580182016	no_parallax_published
1898-538-1		267067		3380883395102833408	no_parallax_published
1901-1018-1		262423		3386222864086396928	refused_no_defensible_parallax
1901-754-1		263725		3385425443279138816	no_parallax_published
1902-1350-1		266025		887292796852247424	no_parallax_published
1903-1567-1		267320		884349571726795776	no_parallax_published
1905-381-1		262951		3386599927856255616	no_parallax_published
1905-668-1		262723		3386598480448334208	no_parallax_published
1906-803-1		265637		887520082224439424	no_parallax_published
1907-340-1		267697		887871586645128576	no_parallax_published
1952-1501-1		80293		687511186190916736	no_parallax_published
1953-945-1		76720		691400987748470912	no_parallax_published
1954-1156-1		79213		688634169816674688	no_parallax_published
1958-854-1		80101			no_parallax_published
1989-3224-1		107701			no_v_magnitude
2013-959-2		124588			no_parallax_published
2021-481-1		129411			no_parallax_published
2036-148-1		139838		1224087708250606720	refused_no_defensible_parallax
2039-6-1	77147	140889		1224952302344443776	refused_no_defensible_parallax
2078-691-1		157256			no_parallax_published
2091-361-1		341548		4579153874545600512	no_parallax_published
2092-309-1		335885		4578599278309452672	no_parallax_published
2092-780-1		167921		4530028730110592896	no_parallax_published
2092-842-1		341828		4530012409234368000	refused_no_defensible_parallax
2093-540-1		341897			no_parallax_published
2093-894-1		342110		4530296667342590592	refused_no_defensible_parallax
2095-2241-1		335552		4582661149137121408	no_parallax_published
2096-787-1		335712			no_parallax_published
2097-555-1		335936		4584999599912095488	refused_no_defensible_parallax
2097-809-1		335931		4585031107792520448	no_parallax_published
2099-827-1		335611			no_parallax_published
2100-1405-1		335660		4583236159358641024	no_parallax_published
2100-2021-1		335762		4579865400306113536	refused_no_defensible_parallax
2100-2078-1		335687		4580111553471268096	no_parallax_published
2101-880-1		336084		4586391482853149440	refused_no_defensible_parallax
2106-1136-1		342198		4536534746571189760	no_parallax_published
2106-1189-1		342226			no_parallax_published
2106-1991-1		342231		4529495157734293760	no_parallax_published
2106-2547-1		342234			no_parallax_published
2106-832-1		342338		4535530239620818176	refused_no_defensible_parallax
2107-659-1		342452		4535548553361758592	refused_no_defensible_parallax
2108-1379-1		343145		4532518363729214976	refused_no_defensible_parallax
2108-1395-1		343160		4532467511319410688	no_parallax_published
2108-1806-1		343053		4532369624719956352	no_parallax_published
2108-20-1		342919		4532389003622543104	no_parallax_published
2108-514-1		342863			no_parallax_published
2108-602-1		342858		4535842427898126848	no_parallax_published
2108-667-1		342879		4532757885465940736	no_parallax_published
2108-752-1		342866		4532832038087557760	no_parallax_published
2109-1236-1		343379		4533206387430356608	no_parallax_published
2109-1650-1		343171		4531667449117761408	no_parallax_published
2109-2086-1		343283		4533162681851088128	refused_no_defensible_parallax
2109-441-1		343358		4533398733249143040	no_parallax_published
2110-126-1		336396		4536907274844738816	no_parallax_published
2110-1994-1		336282			no_parallax_published
2110-851-1		336139		4584861959095122304	no_parallax_published
2113-1513-1		337147		4534201685982227200	no_parallax_published
2113-1711-1		337034		4534476323367778432	refused_no_defensible_parallax
2113-19-1		337355		4534724808688024064	no_parallax_published
2113-2133-1		174932		4534216868679403264	no_parallax_published
2114-508-1		336235		4585353303355153664	no_parallax_published
2115-458-1		336549			no_parallax_published
2116-1023-1		336768		4539125264681844480	no_parallax_published
2116-2004-1		336908		4537848766037986688	no_parallax_published
2116-2291-1		336795			no_parallax_published
2117-1910-1		337065		4538204217535079168	no_parallax_published
2117-2791-1		337086		4538101310121427968	no_parallax_published
2122-490-1		343577			no_parallax_published
2122-917-1		343626		4521030361322770816	no_parallax_published
2123-1063-1		343787			no_parallax_published
2123-1549-1		343913		4521250572891148544	no_parallax_published
2123-1867-1		344015		2023256052611413760	no_parallax_published
2123-1927-1		343814		4521268336860630656	no_parallax_published
2124-1066-1	94736	180713		2023393835160870016	no_parallax_published
2124-642-1		344138		2022148535146090240	no_parallax_published
2125-594-1		344290		2022718563256349568	no_parallax_published
2125-847-1		344459		2019761667251608192	no_parallax_published
2126-947-1		337630		4533698002269409536	no_parallax_published
2127-2429-1		337728		2035847522316913152	no_parallax_published
2127-741-1		337917		2023630676835070336	no_parallax_published
2129-1310-1		338300		2023235127556102912	no_parallax_published
2129-1654-1		338402		2022958428598495744	no_parallax_published
2129-2489-1		338387			no_parallax_published
2129-874-1		338336			no_parallax_published
2130-1118-1		337456			no_parallax_published
2131-22-1		337696		2036131333755088128	no_parallax_published
2132-2692-1		338193		2024269767976313344	no_parallax_published
2132-3896-1		338103		2024312369726945664	no_parallax_published
2132-944-1		338065		2025868698385948288	no_parallax_published
2133-2964-2		183913			no_parallax_published
2138-188-1		344678		2021146845738383360	no_parallax_published
2138-980-1	96443	185058		2021046927632673280	refused_no_defensible_parallax
2139-1366-1		344754		2020729645447513984	no_parallax_published
2139-1990-1		344762		2020713260185007104	no_parallax_published
2139-478-1		344769		2020327675200893568	no_parallax_published
2139-676-1		344872		2020526205756598912	no_parallax_published
2139-798-1		344766		2020127323546684416	no_parallax_published
2140-2637-1		345176		1828171319424583040	no_parallax_published
2140-517-1		187689		2020576955082875520	no_parallax_published
2141-1390-1		345460		1833250032305057664	no_parallax_published
2141-148-1		345400		1834258181415939456	no_parallax_published
2141-1569-1		345278		1834152319043060352	no_parallax_published
2141-722-1		345447		1827255804160397696	no_parallax_published
2141-82-1		345539		1833506355976147840	no_parallax_published
2141-841-1		345432		1833328853574939392	no_parallax_published
2141-922-1		345468			no_parallax_published
2142-1167-1		338480			no_parallax_published
2142-1575-1		338760		2021199313062685184	no_parallax_published
2142-1636-1		338663		2021244289968694528	refused_no_defensible_parallax
2142-52-1		338548		2021542601208142848	no_parallax_published
2142-779-1		338648		2021852422964723968	refused_no_defensible_parallax
2143-1926-1		338755		2021555383015224192	refused_no_defensible_parallax
2143-422-1		338898			no_parallax_published
2143-431-1		338915		2020947868461446912	no_parallax_published
2144-730-1		339218		1834507770547103872	refused_no_defensible_parallax
2145-1086-1		339431		1834291750875069056	no_parallax_published
2145-125-1		339303		1835012068437829376	no_parallax_published
2145-1413-1		339320		1834569343209457408	no_parallax_published
2145-161-1		339392			no_parallax_published
2145-622-1		339440		1834260689651035904	no_parallax_published
2145-63-1		339492		1834981831844472832	no_parallax_published
2146-185-1		185819		2025114261655081856	refused_no_defensible_parallax
2146-2707-1		338517		2025064165168789760	refused_no_defensible_parallax
2146-2803-1		338606		2025102682422150144	no_parallax_published
2147-425-1		332761		2028221412805163776	no_parallax_published
2148-1084-1		339158		2027587406868878080	no_parallax_published
2148-1456-1		339177		2027470377595028992	no_parallax_published
2148-398-1		338971		2027925025673002752	no_parallax_published
2148-556-1		339070			no_parallax_published
2148-605-1		339099		2026866024146959360	no_parallax_published
2149-530-1		339251			no_parallax_published
2149-945-1		339267		2027290092054172416	no_parallax_published
2151-5569-1		332583		2031346396657702400	refused_no_defensible_parallax
2152-176-1		332975			no_parallax_published
2153-1576-1		333270		2030164765220390784	no_parallax_published
2153-2279-1		333314		2029253407507251968	no_parallax_published
2153-989-1		333591		2029083498578048000	refused_no_defensible_parallax
2154-1080-1		345679		1833821709647860096	refused_no_defensible_parallax
2154-2671-1		345707			no_parallax_published
2154-2751-1		346003		1830435145122443520	refused_no_defensible_parallax
2154-3403-1		345843		1830108212214615808	refused_no_defensible_parallax
2154-4072-1		345847		1830100859217460224	no_parallax_published
2155-1425-1		346257		1831929862455966976	no_parallax_published
2155-1852-1		346141		1830469985898116864	no_parallax_published
2155-207-1		346101		1830630411512539136	refused_no_defensible_parallax
2155-932-1		346134		1830366528719442560	no_parallax_published
2156-1015-2		194360			no_parallax_published
2156-1208-1		346496		1831063138053073920	no_parallax_published
2156-1260-1		346608		1831178380618060416	no_parallax_published
2156-639-1		346601		1831191226846557824	no_parallax_published
2156-869-1		346483			no_parallax_published
2157-429-1		347094		1819430854779397120	no_parallax_published
2158-1025-1		339614		1833928946388950400	no_parallax_published
2158-1046-1		339591			no_parallax_published
2158-1114-1		339720		1833796523967915264	refused_no_defensible_parallax
2158-870-2		339700			no_parallax_published
2159-1417-1		340162		1832290914587021056	refused_no_defensible_parallax
2159-575-1		346085		1832200960784047616	refused_no_defensible_parallax
2160-183-1		340125		1832794044238733184	no_parallax_published
2160-877-1		340498		1831789056244209792	no_parallax_published
2161-1367-1		346704		1831413504300069120	refused_no_defensible_parallax
2162-1154-1		339777			no_parallax_published
2163-157-1		193095			no_parallax_published
2163-267-1		339900			no_parallax_published
2163-40-1		339868		1836162157597266176	no_parallax_published
2164-129-1		340339			no_parallax_published
2164-194-1		340342		1856900458715685888	no_parallax_published
2164-247-1		340332		1856949833664250240	no_parallax_published
2164-941-1		340350		1832683126691741440	no_parallax_published
2166-1089-1		333849		1837416322397216128	no_parallax_published
2166-1123-1		333729			no_parallax_published
2166-114-1		333744		2029048829615171712	refused_no_defensible_parallax
2166-1370-1		333839		2029593019133561600	no_parallax_published
2166-1539-1		333853		1837322520311218176	no_parallax_published
2166-162-1		333600		2029025705492347648	no_parallax_published
2166-1789-1		333702		2029493650791659392	no_parallax_published
2166-234-1		333889		1837215352283605376	no_parallax_published
2167-1120-1		334205		1861121483853731712	no_parallax_published
2167-701-1		334203		1861124473151313664	refused_no_defensible_parallax
2167-91-1		333997		1837033108235735040	refused_no_defensible_parallax
2167-944-1		334104		1837183088496529664	no_parallax_published
2168-1044-1		334409		1860126013519341952	no_parallax_published
2168-1251-1		334367		1860513896289386624	no_parallax_published
2168-1374-1		334496		1860240740680758912	refused_no_defensible_parallax
2168-175-1		334491		1860261150368182016	no_parallax_published
2168-47-1		334274			no_parallax_published
2168-589-1		334399		1860223835691378048	no_parallax_published
2169-1017-1		334587		1860608802196758272	no_parallax_published
2169-110-1		334716			no_parallax_published
2169-408-1		334814			no_parallax_published
2169-480-1		334819		1857715776641070336	no_parallax_published
2169-835-1		334749		1857474300706633600	no_parallax_published
2169-848-1		334839		1857625758426468096	refused_no_defensible_parallax
2170-1093-1		347327		1843216761616489472	no_parallax_published
2170-1127-1		347263		1818246268431373696	no_parallax_published
2170-1709-1		347367		1843134092088234880	refused_no_defensible_parallax
2170-1982-1		347362		1842369690990177536	no_parallax_published
2171-772-1		347481			no_parallax_published
2172-1783-1		347769		1839252506802978560	no_parallax_published
2174-2064-1		340991		1843235968715502080	no_parallax_published
2175-1195-1		341267		1842949511571228800	no_parallax_published
2175-786-1		341245		1843864614485618688	refused_no_defensible_parallax
2175-907-1		341321			no_parallax_published
2176-546-1		341316		1844576032867633792	no_parallax_published
2178-1319-1		341027			no_parallax_published
2178-1323-1		340924			no_parallax_published
2178-154-1		340775		1856556620813338112	no_parallax_published
2178-1641-1		340915		1856258133457503744	no_parallax_published
2178-2085-1		340930		1856083281051364096	no_parallax_published
2178-483-1		335202		1857829477316374144	no_parallax_published
2179-1684-1		341147		1844108362469460992	no_parallax_published
2179-2032-1		341234		1845430215966152192	no_parallax_published
2179-532-1		335277		1857796320168036480	refused_no_defensible_parallax
2182-1268-1		334939		1859149745956651520	no_parallax_published
2182-1378-1		334978		1857392215286437760	refused_no_defensible_parallax
2182-161-1		335071		1858905589966625280	no_parallax_published
2182-1639-1		335181		1858126242383147904	no_parallax_published
2182-1727-1		334985			no_parallax_published
2182-436-1		335046		1859079587679297536	refused_no_defensible_parallax
2182-73-1		334924		1859197956980342912	no_parallax_published
2183-1178-1		335368		1846296906008493184	refused_no_defensible_parallax
2184-1071-1		335351		1858470698756173824	no_parallax_published
2184-1475-1		335432		1846433211083317888	no_parallax_published
2184-298-1		335444		1846340061837814144	no_parallax_published
2189-1566-1	107254	206719		1794621989799247360	refused_no_defensible_parallax
2194-965-1		203302		1847864431629278464	no_parallax_published
2201-2078-2		206826			no_parallax_published
2207-93-1		209376			no_parallax_published
2211-504-1		208838		1893006805648528512	no_parallax_published
2232-977-1		215126		1887923522877930240	no_parallax_published
2233-1497-1	112386	215567		1887668642337294720	refused_no_defensible_parallax
2234-1292-1		216624			no_parallax_published
2247-1943-1		218131		1884967760742679680	no_parallax_published
2271-540-1		225219		2877007796259724416	no_parallax_published
2285-663-1		5398		362665874539251584	no_parallax_published
2290-389-1		6964		321275790104366464	no_parallax_published
2306-1267-1	8072			319414729233831936	refused_no_defensible_parallax
2314-828-1		14312		325269967954376832	no_parallax_published
2317-864-1		13702			no_parallax_published
2318-401-1		13942		327990541974758016	refused_no_defensible_parallax
2321-1327-1		13496		331404594300321024	no_parallax_published
2343-254-1		278318		135901222037992576	refused_no_defensible_parallax
2344-194-1		278423		125475240466730496	no_parallax_published
2349-1024-1		21093		125814302364751104	refused_no_defensible_parallax
2349-1058-1		278593		125798428165687040	no_parallax_published
2349-1839-1		278466		125950435648346240	no_parallax_published
2350-65-1		278801		221225970053011968	no_parallax_published
2354-1305-1		278619		222311737785723520	no_parallax_published
2354-1631-1		278718		222067508765749760	no_parallax_published
2354-892-1		278783		222489171472924928	no_parallax_published
2356-558-1		281181		168128148365711232	no_parallax_published
2356-690-1		281179		168167455908149120	no_parallax_published
2357-1902-1		281418		167559769576033920	no_parallax_published
2359-678-1		278936			no_parallax_published
2361-1113-1		24641		218439395271402112	no_parallax_published
2362-3079-1		281570		169395953996501632	no_parallax_published
2363-1240-1		278983		218179257693454208	no_parallax_published
2363-1483-1		278798		221600937878417280	no_parallax_published
2365-1709-1		279184		218851883933884928	no_parallax_published
2366-1916-1		25976		170802912262384256	no_parallax_published
2366-2865-1		279402		170922935128206720	no_parallax_published
2366-3202-1		279413		170940286796285568	no_parallax_published
2366-615-1		279466		170810613145612928	refused_no_defensible_parallax
2367-1162-1		22734		221484733244041088	refused_no_defensible_parallax
2368-327-1		275840		223146881289583744	no_parallax_published
2368-699-1		275954		220510669018172928	no_parallax_published
2369-1560-1		279230		219484377997532544	no_parallax_published
237-709-1		85399		3846677958471978624	no_parallax_published
2371-944-2		281874		166503448136619648	no_parallax_published
2373-2434-1		282314		159304498834418944	no_parallax_published
2373-34-1		282219		171771655021512704	no_parallax_published
2373-840-1		282310		159675687088041856	no_parallax_published
2375-530-1		281720		169722989984424320	refused_no_defensible_parallax
2375-809-1		281846		175712098537255424	no_parallax_published
2375-915-1		281859		166557702165280768	refused_no_defensible_parallax
2375-92-1		281702		169938322468226432	no_parallax_published
2377-1887-1		282293		171819071461954944	refused_no_defensible_parallax
2377-38-1		282200			no_parallax_published
2378-398-1		282400		161411128751309696	no_parallax_published
238-1066-1		83512		3847749329473297152	no_parallax_published
2380-2296-1		279837		176294186866327808	refused_no_defensible_parallax
2383-1635-1		279592		177218944869247616	no_parallax_published
2383-1985-1		279742		177391018432897536	no_parallax_published
2388-1920-1		282854		157130798703848192	no_parallax_published
2388-79-1		282843		157503601868190848	no_parallax_published
2389-1459-1		241523		180482054858215808	refused_no_defensible_parallax
2389-1749-1		241187		156426320990720512	no_parallax_published
2389-468-1		32810		156279364390032896	no_parallax_published
2389-992-1		240658		156339012895813120	no_parallax_published
2390-1132-1		242659		3446940365777246080	no_parallax_published
2390-1401-1		242974		3447230160105278592	no_parallax_published
2390-834-1		242197		3446798842311580928	no_parallax_published
2392-1655-1		282676		160921536839652352	no_parallax_published
2393-1155-1		33800		180645847731687040	no_parallax_published
2393-1502-1		241763		181944778984398208	refused_no_defensible_parallax
2393-163-1		240953			no_parallax_published
2394-1349-2		242192		181112143738001408	no_parallax_published
2394-1526-1		241943			no_parallax_published
2394-361-1		243091		180956322328517376	no_parallax_published
2396-542-1	23584	280410		185079697091441920	no_parallax_published
2397-1155-1		280629		185214627786082176	no_parallax_published
2398-121-1		281055		182810610029837568	no_parallax_published
2398-944-1		280938			no_parallax_published
2399-733-1		280249			no_parallax_published
2400-1340-1		280387		186339256379897344	no_parallax_published
2400-2537-1		280381		186442743613661952	no_parallax_published
2400-2861-1		280310		186240540848531840	no_parallax_published
2401-1274-1		280485		185662713128798208	no_parallax_published
2401-38-1		33153		185685871596958848	no_parallax_published
2401-572-1		280688			no_parallax_published
2401-596-1		280494			no_parallax_published
2401-647-1		280571			no_parallax_published
2401-71-1		280455		186544177859226496	no_parallax_published
2401-829-1	24398	33749		187218384646272000	refused_no_defensible_parallax
2402-1019-1		280895		184062163501649664	no_parallax_published
2402-502-1		280808		183914042965926272	no_parallax_published
2403-1171-1		243464		3447075678724952704	no_parallax_published
2403-1249-1		244024		3446207923530280192	no_parallax_published
2403-1443-1		35557		3446953117534676352	no_parallax_published
2403-392-1		244098		3447198549146219776	no_parallax_published
2403-592-1		243774		3447154431244091008	no_parallax_published
2403-597-1		243526		3447078186985819776	no_parallax_published
2403-711-1		243495		3446950265680036864	no_parallax_published
