tyc	hip	hd	gl	gaia_source_id	reason
5858-2056-1		12677			no_parallax_published
5858-866-1		12888		5137286081545150848	no_parallax_published
5862-1364-1		15610		5129781639808256640	no_parallax_published
5863-577-2		17404		5157020665995407616	no_v_magnitude
5866-209-1		16936			no_parallax_published
5866-285-1		17739		5129509613758718464	no_parallax_published
5869-863-1		17262		5128522114877507584	no_parallax_published
5870-612-1		17844			no_parallax_published
5873-99-1		21891		5105654231525805184	no_parallax_published
5875-652-1		20207		5103450157388737536	no_parallax_published
5880-376-1		23305		5088095511868104448	refused_no_defensible_parallax
5882-852-1		25660		5097877076545962368	no_parallax_published
5884-357-1		23434		5107408124372973440	refused_no_defensible_parallax
5894-89-1		28637		3170985216611124992	refused_no_defensible_parallax
591-1410-1		221559		2756562928865610752	refused_no_defensible_parallax
591-62-1		221628			no_parallax_published
592-1296-1		222798		2756819802270040064	no_parallax_published
5921-1510-1		37221		2970222880235147904	refused_no_defensible_parallax
5930-488-1		39206		2965675914321267456	refused_no_defensible_parallax
5937-201-1		42693		2943020275370339200	no_parallax_published
5938-2780-1		43973		2943456059932486784	no_parallax_published
5939-1392-1		40401		2918160661063441408	no_parallax_published
5945-1715-1	29732	43517		2937793020994949248	refused_no_defensible_parallax
5953-1091-1		48259		2945761048623697280	no_parallax_published
5956-1717-1		47902		2939597804914811520	no_parallax_published
5958-1556-1		49549		2945495615343201408	refused_no_defensible_parallax
5960-1060-1		47460		2926564812552940416	refused_no_defensible_parallax
5965-1022-1		56598		3031270926912270592	no_parallax_published
5967-1335-1		52750		2935359943502356224	refused_no_defensible_parallax
5967-1586-1		51628		2935578334001970688	no_parallax_published
5969-656-1	35451	57117		2931705029416771840	no_parallax_published
5969-981-1		56406			no_parallax_published
5970-200-1		58562		3027764137652986112	refused_no_defensible_parallax
5970-516-1		59004			no_parallax_published
5970-770-1		58006		3027862475225888000	no_parallax_published
5971-979-1		52214		2932742075039154816	no_parallax_published
5973-1221-1		56112			no_parallax_published
5973-1374-1		57010		2931313465831350912	no_parallax_published
5973-1491-1		56806			no_parallax_published
5973-2117-1		56502		2930974060333375872	no_parallax_published
5973-2554-1		56407		2930005802918286976	no_parallax_published
5975-1808-1		51381		2932266467545159936	no_parallax_published
5976-1571-1	34117	53269		2929318092743373184	refused_no_defensible_parallax
5976-74-1	34537	54787		2927826673950856960	no_parallax_published
5981-2123-1		62675			no_parallax_published
5983-103-1		59963		3026659918734786176	no_parallax_published
5983-219-1		59571		3026841544319075456	refused_no_defensible_parallax
5984-2327-1		61867		5717302791899181568	no_parallax_published
5984-2364-1		61822		5717203457896984192	no_parallax_published
5984-3239-1		61939		5716868794036654848	no_parallax_published
5985-1206-1		63959		5717839903321766528	no_parallax_published
5985-2418-1		62589		5718832693614313856	refused_no_defensible_parallax
5985-555-1		62840			no_parallax_published
5988-2512-1		62242		5715987191879297664	no_parallax_published
5989-860-1		62635		5715343908859018880	no_parallax_published
5991-626-1		60343		5619145776812535552	no_parallax_published
5993-1356-1	37743	62678		5712107633825223424	no_parallax_published
5993-3017-1		62794		5715221141506053888	no_parallax_published
5999-1859-1		66375		5715001892018576896	refused_no_defensible_parallax
5999-2578-1		66146			no_parallax_published
60-1312-1	15711			3269187509233902208	refused_no_defensible_parallax
6001-1885-1		70552		5708135235740354176	no_parallax_published
6004-505-1		68818		5719650627181506944	refused_no_defensible_parallax
6005-2612-1		70846			no_parallax_published
6007-1360-1		66595		5712820662807466112	no_parallax_published
6009-3604-1		70885		5706356706964126592	no_parallax_published
6009-5732-1		70711			no_parallax_published
6010-1067-1		71853			no_parallax_published
6011-1286-1		73138		5710104976461079808	no_parallax_published
6011-664-1		73147		5710086937598213376	no_parallax_published
6011-936-1		72533		5709914142474596352	refused_no_defensible_parallax
6016-1568-1		74818		5705912568688164480	no_parallax_published
6037-137-1		81711		5678413267480742016	no_parallax_published
6038-118-1		82808		5678506077429427584	no_parallax_published
6038-610-1		81969			no_parallax_published
6038-864-1		82233		5678073660121288192	no_parallax_published
6047-1391-1		83195		5678623175417769344	no_parallax_published
6049-323-1		86326		5672209621013571840	refused_no_defensible_parallax
6051-972-1		83497		5676993901047617408	no_parallax_published
6064-50-1		89491		5669999705720749568	refused_no_defensible_parallax
6065-378-1		90462			no_parallax_published
6086-375-1		101706		3547275646533746944	refused_no_defensible_parallax
6088-1148-1		100247		3545424451205746560	refused_no_defensible_parallax
6092-670-1	56515	100707		3541908453536988928	no_parallax_published
6094-1088-1		103648			no_parallax_published
6098-1080-1		106227			no_parallax_published
6098-1388-1		106467			no_parallax_published
6099-1235-1		103329			no_parallax_published
6106-851-1		109404		3516870237310861312	refused_no_defensible_parallax
6108-421-1		107368		3514844318417307008	refused_no_defensible_parallax
6134-867-1		118446		6195504003951751680	no_parallax_published
6137-480-1		122853		6300657825699138176	no_parallax_published
6149-488-1		122580		6289407176046875904	refused_no_defensible_parallax
6156-678-1		126919		6284680616077492864	refused_no_defensible_parallax
6158-475-1		129343		6284961575657976704	refused_no_defensible_parallax
6159-1522-1		130921		6306528461877162112	no_parallax_published
6163-1129-1		130587		6281203887295092736	no_parallax_published
6167-700-1		130775		6232160312873506560	no_parallax_published
6176-85-1		132312		6281037590457798784	no_parallax_published
618-395-1		6759		2584991698493493120	refused_no_defensible_parallax
6185-442-1		139818		6262044283005302912	refused_no_defensible_parallax
6193-1618-1		139328		6254311039771163520	no_parallax_published
6197-49-1		140033		6241708506211106816	no_parallax_published
6199-1786-1		143191		6246650463081491584	refused_no_defensible_parallax
6205-534-1		145427		6249600560155853184	no_parallax_published
6205-849-1		145790			no_parallax_published
6231-275-1		153705		4127871735103893504	refused_no_defensible_parallax
6236-927-1		155232			no_parallax_published
6239-1058-1		158442		4122740932859187712	no_parallax_published
6239-1762-1		159123		4124386317654937984	no_parallax_published
6242-1183-1		157610			no_parallax_published
6242-476-1		157733		4122488251325174144	refused_no_defensible_parallax
6251-371-1		165704		4144142617415812736	refused_no_defensible_parallax
6254-1188-1		312292			no_parallax_published
6254-1751-1		163535		4143702091268026496	no_parallax_published
6254-3171-1		163701		4143709886550586624	no_parallax_published
6254-3434-1		312313		4144522842368751488	no_parallax_published
6258-1082-1		163515		4119384261279658624	no_parallax_published
6258-466-1		313414		4071075190714425216	no_parallax_published
6258-976-1		312366		4119178721320333440	no_parallax_published
6259-2107-1	88762	312644			refused_no_defensible_parallax
6259-2438-1		165481		4095136800025272320	no_parallax_published
6259-2499-1		312562		4095326362699835392	no_parallax_published
6259-393-1		165267		4094901912558731264	refused_no_defensible_parallax
6259-455-1		312692		4094154248959346176	no_parallax_published
6260-1809-1		159663		4118110374071433216	no_parallax_published
6262-261-1		163159		4070197643001378688	refused_no_defensible_parallax
6263-1491-1		165287		4069795286090778112	no_parallax_published
6263-2572-1		313767		4094127242193443200	no_parallax_published
6263-2722-1		313531		4070863461638729856	no_parallax_published
6263-3066-1		313770		4070104248861188096	refused_no_defensible_parallax
6263-423-1		313810		4069786528673721728	no_parallax_published
6263-471-1		313647		4070838658226587392	no_parallax_published
6264-297-1		167431			no_parallax_published
6265-5-1		167567		4097576788149816704	no_parallax_published
6266-2462-1		170083		4097129149531233536	no_parallax_published
6268-1809-1		312878		4094857966451171584	no_parallax_published
6268-408-1		312717		4095956344209690752	no_parallax_published
6268-484-1		312826			no_parallax_published
6268-883-1		312886		4095608112575853440	no_parallax_published
6269-1332-1		313047		4096375812307993344	no_parallax_published
6269-574-1		168304			no_parallax_published
6270-1220-1		170330		4096655500556640640	refused_no_defensible_parallax
6270-321-1		313246		4096874097118448768	no_parallax_published
6272-1065-1		312764		4095473250610026880	refused_no_defensible_parallax
6272-1173-1		312786		4094708368477369472	no_parallax_published
6272-1395-1		312760		4095501219443452288	no_parallax_published
6272-1512-1		167377		4094666071633514240	no_parallax_published
6272-1900-1		167068		4094630200072116992	refused_no_defensible_parallax
6272-2167-1		312960		4094636247379443456	no_parallax_published
6272-2221-1		167315			no_parallax_published
6272-2234-1		167378		4094462833789690240	no_parallax_published
6272-2277-1		312790		4095076155103170304	refused_no_defensible_parallax
6273-1327-1		167501		4094775851026114688	no_parallax_published
6273-218-1		313082		4094580172321801472	no_parallax_published
6273-351-1		168050		4094605358007605248	no_parallax_published
6273-496-1		313215		4094480185469985152	no_parallax_published
6273-536-1		313220		4091471543697455488	no_parallax_published
6273-626-1		312939		4094668923492402048	no_parallax_published
6273-739-1		167864		4094376281605718272	no_parallax_published
6274-1663-2		169421			no_parallax_published
6274-260-1		313365			no_parallax_published
6276-1828-1		314061		4093888613855333632	no_parallax_published
6276-188-1		166054		4069749793797276800	no_parallax_published
6276-2303-1		314091		4090779946545559552	no_parallax_published
6276-3093-1	89341	166937		4093933487636355968	refused_no_defensible_parallax
6276-366-1		314113		4090705802535300480	no_parallax_published
6277-1135-1		314326		4091270470495365376	no_parallax_published
6277-1391-1		314432		4091186838887554944	no_parallax_published
6277-2459-1		169037		4090997722871308800	no_parallax_published
6277-815-1		314235		4090820834633355136	refused_no_defensible_parallax
6278-1482-1		314574		4090280703918282368	no_parallax_published
6278-362-1		314568		4090179922439963264	refused_no_defensible_parallax
6278-966-1		314576		4090255415127429760	no_parallax_published
6283-474-1		178362		4088775335009928704	no_parallax_published
6283-475-1		179004		4088912357326840576	refused_no_defensible_parallax
6284-876-2		173806			no_parallax_published
6286-326-1		176658		4088249081261018240	no_parallax_published
6291-1820-1		178899		4083727889431155712	refused_no_defensible_parallax
6291-687-1		178416		4084048049169351808	no_parallax_published
6291-988-1		178145		4087070336064843520	no_parallax_published
6293-368-1		174168		4078709993247119488	no_parallax_published
6295-279-1		177661		4081973000153916544	refused_no_defensible_parallax
6295-329-1		177732		4081968121070878592	refused_no_defensible_parallax
6297-105-1		182599		4180706120667399424	no_parallax_published
6297-560-1		182284		4180902898890655360	no_parallax_published
6298-273-1		183820			no_parallax_published
6301-1254-1		182225		4180493055930382848	no_parallax_published
6305-410-1		182647		4083340277217595008	no_parallax_published
6310-399-1		183976		6772065224136794240	no_parallax_published
632-1078-1		15366			no_parallax_published
6320-16-1		187171		6868829806517998080	no_parallax_published
6322-379-1		190667		6865988049995997696	no_parallax_published
6329-222-1		194471		6875225665658321152	no_parallax_published
6330-1336-1		195839		6863287443281355648	no_parallax_published
6332-1518-1		193149		6872669782161006208	no_parallax_published
6335-1148-1		197782			no_parallax_published
6335-1378-1		196933			no_parallax_published
6336-1116-1		192998		6860450668924085120	no_parallax_published
6343-1660-1		197256		6855603265750858496	refused_no_defensible_parallax
6345-1008-1		358715			no_parallax_published
6346-144-1		358299		6884927034703821952	no_parallax_published
6347-1338-1		358963		6836320202621001344	no_parallax_published
6348-1367-1		198748		6857819468876112896	refused_no_defensible_parallax
6349-927-1		358772		6881762812037905024	no_parallax_published
6350-403-1		358864		6834068608965256320	no_parallax_published
6350-79-1		201419		6834200722160307328	no_parallax_published
6351-1431-1		201808		6833862656694564096	refused_no_defensible_parallax
6353-437-1		199841			no_parallax_published
6354-1088-1		200650		6833212291270320256	no_parallax_published
6354-223-1		358940		6833706800921601280	no_parallax_published
6356-619-1		198448		6808728714236109696	no_parallax_published
6362-1055-1		206006		6838039765791602688	refused_no_defensible_parallax
6366-835-1		205587		6837872575600582912	no_parallax_published
6369-1169-1		359083		6830864425925033088	refused_no_defensible_parallax
6374-820-1		206072		6818244300179664512	refused_no_defensible_parallax
6375-295-1		206996		6817120255699187328	no_parallax_published
6377-382-1		210046			no_parallax_published
6380-1565-1		209362		6823585899466117376	no_parallax_published
6381-1059-1		212144		6822584931567330816	no_parallax_published
6384-748-1		211939		6628460548751193600	no_parallax_published
6387-356-1		216267		2404860941898343808	no_parallax_published
6387-770-1		215962			no_parallax_published
6390-314-1		216389		2403096157015966208	no_parallax_published
6393-989-1		215529			no_parallax_published
6395-728-1		218899		2407019588165306240	refused_no_defensible_parallax
6397-823-1		218062			no_parallax_published
64-1173-2		22405		3271022048679591936	no_parallax_published
64-939-1		22445			no_parallax_published
6411-301-1		224469			no_parallax_published
6414-130-1		2968		2348087074882349696	no_parallax_published
6425-1326-1		7058		5040993017848061696	refused_no_defensible_parallax
6429-771-1		11435		5134531598758358656	no_parallax_published
643-249-1		17294		31600002837712128	no_parallax_published
643-409-1		17585		28530509970254208	no_parallax_published
6431-965-1		11628			no_parallax_published
6432-2310-1		13806		5117878533083550976	refused_no_defensible_parallax
6433-1796-1		14085			no_parallax_published
6433-367-1		15601		5118522778178041984	no_parallax_published
6434-207-1		17050		5125717260715906048	refused_no_defensible_parallax
6436-34-1		16914		5069449203409227776	refused_no_defensible_parallax
6438-904-1		19023		5077976637636056192	no_parallax_published
6441-599-1		19351		5074539048892676224	no_parallax_published
6463-118-1		28195		4891267846571222528	no_parallax_published
6480-4-1		35932		2957548088148334336	no_parallax_published
6486-832-1		34434			no_parallax_published
6489-1860-1		37275		2963454252295652736	no_parallax_published
6493-104-1		37918		2915350992239625472	refused_no_defensible_parallax
6503-1562-1		39598			no_parallax_published
6505-427-1	29343	42695		2913719733602418560	refused_no_defensible_parallax
6507-2542-1		45587		2924516147510200576	no_parallax_published
6509-267-1		43177		2911827886404536576	no_parallax_published
651-258-1		19137		27209682972135040	no_parallax_published
6514-1233-1		44802		2898595160884907520	no_parallax_published
6520-2376-1		47788		2894658703101419136	no_parallax_published
6523-3342-1		52808		2921703081379147008	no_parallax_published
6524-2455-1		55244		2927496884874462336	no_parallax_published
6526-1619-1		51430			no_parallax_published
6529-1956-1		49094		2920137686052224896	no_parallax_published
6529-2346-1	32591	49575		2920162803020899456	refused_no_defensible_parallax
6530-2232-1		50564		2920883532893373440	no_parallax_published
6530-2507-1		50614		2920886865789343744	no_parallax_published
6531-2790-1		53249		5610843025217457536	no_parallax_published
6531-2953-1		53492		5611223799836616704	no_parallax_published
6534-136-1		51578		5608701142200122240	no_parallax_published
6534-2169-1		50713		5608358609970426240	no_parallax_published
6534-420-1		50234		5609040994374729472	no_parallax_published
6535-1262-1		53185		5609616382555038976	refused_no_defensible_parallax
6538-2716-1		59701		5618475555755139584	refused_no_defensible_parallax
6540-1461-1		63191		5711710778844664960	refused_no_defensible_parallax
6540-3667-1		62606		5615587349174604032	refused_no_defensible_parallax
6540-4080-1		62411		5615475473873396608	no_parallax_published
6542-2418-1		58282		5616576669119079936	no_parallax_published
6542-2538-1	36532	59841		5615234818264147072	refused_no_defensible_parallax
6543-777-1		60974		5614892075564826752	no_parallax_published
6544-1032-1		63273		5614328820666196608	no_parallax_published
6544-1387-1		62130		5615426545605704192	no_parallax_published
6544-3876-1		62908		5614378260034023424	no_parallax_published
6546-2740-1		58934		5613084787685695232	no_parallax_published
6547-1739-1		61446		5612321868361508992	no_parallax_published
6547-248-1		60836		5612079804005907072	refused_no_defensible_parallax
6548-2157-1		63421		5601841460965892992	no_parallax_published
6551-1959-1	36738	60463		5611679959729448832	refused_no_defensible_parallax
6551-2203-1		61449		5599976276913604352	no_parallax_published
6552-2517-1	38015	63373		5598970326863846016	no_parallax_published
6552-2690-1		62890			no_parallax_published
6553-3833-1		63942		5710886694877230720	refused_no_defensible_parallax
6557-2587-1		63722		5602303462013180160	refused_no_defensible_parallax
6557-910-1		64436		5602354211345628416	refused_no_defensible_parallax
6558-3167-1		65650		5698302543787460224	no_parallax_published
6559-1749-1		68150		5697684377717993088	no_parallax_published
6559-2480-1		67333			no_parallax_published
6563-501-1		68022		5694113301402427904	no_parallax_published
6564-188-1		70000		5693626355190391552	no_parallax_published
6565-1691-1		64774		5597217155578541056	no_parallax_published
6565-1981-1		64924		5600375468372411264	no_parallax_published
6570-299-1		72992		5701897465759874304	no_parallax_published
6571-3130-1		74140		5653543143391368064	no_parallax_published
6572-936-1	43428	75690		5653934432090860544	refused_no_defensible_parallax
6573-109-1		71893		5695074789953655808	no_parallax_published
6574-3158-1		72397		5646950299883971712	no_parallax_published
6575-1201-1		74526		5653373436345492224	no_parallax_published
6576-82-1		76355		5652597043698488832	no_parallax_published
6578-2059-1		73052		5645780934905039488	refused_no_defensible_parallax
6581-1831-1		71400		5644733851937331328	no_parallax_published
6581-2376-1		71177		5644784124536795648	no_parallax_published
6583-28-1		74233		5645896314900766208	no_parallax_published
6584-588-1		75883		5642595374837018624	no_parallax_published
6585-1389-1		77073		5654294453429739008	refused_no_defensible_parallax
6585-637-1		77461		5654428800006253568	no_parallax_published
6592-1096-1		81982		5662576730923740288	no_parallax_published
6594-1545-1		78877		5648287134215084288	no_parallax_published
6598-1301-1		78857		5636040052149518592	no_parallax_published
6606-581-1		84622		5658685559273262336	no_parallax_published
6609-649-1		82725		5661042396809024128	no_parallax_published
6611-1022-1		85321		5657632295851604224	no_parallax_published
6613-695-1		82679			no_parallax_published
6618-104-1		89473		5473987328296405120	no_parallax_published
6619-86-1		89748			no_parallax_published
662-1148-1		25101			no_parallax_published
662-1439-1		286525		3304555366623187072	refused_no_defensible_parallax
662-1464-1		286367		3304893019771223552	no_parallax_published
6632-460-1		91817		5455434100372232960	no_parallax_published
6635-1033-1		94691		3536872621563490432	refused_no_defensible_parallax
665-736-1		286479		39007859350396288	refused_no_defensible_parallax
6655-1005-1		99779		3533301167279978752	no_parallax_published
6659-744-1		99887			no_parallax_published
6671-694-1		105093		3489166839258488576	no_parallax_published
6681-742-1		107455		3512912957523503744	refused_no_defensible_parallax
6691-845-1		109558			no_parallax_published
6693-914-1		107587			no_parallax_published
6694-199-1		108665			no_parallax_published
670-319-1		26547		3300345817635357568	no_parallax_published
6701-594-1		111668		3498305705030535424	refused_no_defensible_parallax
6703-1310-1		114794			no_parallax_published
6703-845-1		114404			no_parallax_published
671-724-1		286628			no_v_magnitude
6718-16-1		118364		6191539680418187648	no_parallax_published
6723-957-1		119691		6178150068332552832	no_parallax_published
6724-465-1		121380		6177342545762581120	no_parallax_published
6727-1390-1		119571		6176278940061436288	no_parallax_published
6731-355-1		125696		6276340442423727872	refused_no_defensible_parallax
6732-910-1		127036		6272344366195479936	no_parallax_published
6735-1229-1		124646			no_parallax_published
6735-84-1		125614		6272510843424682368	no_parallax_published
6738-396-1		124142		6270292063317782144	no_parallax_published
674-400-1		286549		3305238369500971008	no_parallax_published
6746-158-1		129925		6278721950250084992	no_parallax_published
6747-1349-1		130489			no_parallax_published
6747-1790-1		130507			no_parallax_published
6749-1649-1		128487			no_parallax_published
6749-742-1		127965		6223802237796007424	refused_no_defensible_parallax
675-366-1		286645			no_parallax_published
6754-165-1		130115		6222466399887913216	no_parallax_published
6757-712-1		127190		6220527411132752384	no_parallax_published
6758-121-1		129160		6218696685616997888	no_parallax_published
6760-518-1		133074		6211979773380432640	refused_no_defensible_parallax
6762-944-1		134947			no_parallax_published
6765-1122-1		134663			no_parallax_published
6772-1438-1		138674		6210438017560530432	no_parallax_published
6779-1945-1	78510	143518		6236239191782561664	no_parallax_published
678-198-1		286580		3311362030791951872	no_parallax_published
678-627-1		286584		3305283002800937472	refused_no_defensible_parallax
6788-572-1		144379			no_parallax_published
679-281-1		286576		3311397971078214528	no_parallax_published
6792-739-1		144050		6041968337704085760	no_parallax_published
6794-549-2		147934			no_v_magnitude
6796-1347-1		150515		6047888451892505856	no_parallax_published
6796-1375-1		150602		6047820660128618240	refused_no_defensible_parallax
680-108-1		285711			no_parallax_published
680-419-1		286738		3310740841082213632	no_parallax_published
680-719-1		286737		3310739294892846976	no_parallax_published
6808-944-1		150606		6032054453663464832	no_parallax_published
681-513-1		28648			no_parallax_published
6811-557-1		153872		4113805751557168384	refused_no_defensible_parallax
6816-288-1		155252			no_parallax_published
6818-1942-1		152454		6033441418895545600	no_parallax_published
6818-1950-1		152266		6033035527309235328	refused_no_defensible_parallax
6818-750-1		152988		6033667883922416000	no_parallax_published
6826-276-1		159253			no_parallax_published
6830-96-1		158019		4110021782305228160	no_parallax_published
6836-135-1		316277			no_v_magnitude
6837-247-1		156352		4059380922523066240	no_parallax_published
6838-584-1		158154		4058720803214198784	no_parallax_published
6838-666-1		315918		4058702214633777408	no_parallax_published
6838-835-1		316004		4058574774315143808	no_parallax_published
6840-1301-1		316335		4056874340839698688	no_parallax_published
6841-1344-1		313499		4069518144754425984	no_parallax_published
6841-1557-1		313444		4067855507062388608	no_parallax_published
6841-1624-1		314692		4067771982868050304	refused_no_defensible_parallax
6841-1683-1		313524		4069100880077705088	no_parallax_published
6842-1165-1		313725		4069645275793636480	no_parallax_published
6842-1272-1		165705		4066502351844819840	no_parallax_published
6842-1716-1		165245		4069624350712069376	no_parallax_published
6842-1853-1		313617		4069124657032539904	no_parallax_published
6842-670-1		313583		4069475018971679616	no_parallax_published
6843-1459-1		314032		4066293002318795136	no_parallax_published
6843-1739-1		313988		4066641444427576320	no_parallax_published
6843-197-1		315250		4066264552455531520	refused_no_defensible_parallax
6843-2080-1		314141		4090468995278943360	no_parallax_published
6844-1206-1		314286		4089650237027750656	no_parallax_published
6844-1818-1		168491		4089343988720731776	no_parallax_published
6844-3188-1		167723		4065544441062002688	no_parallax_published
6844-764-1		314507		4089731910169519104	no_parallax_published
6844-814-1		314410		4089562860233942912	no_parallax_published
6845-284-1		163849		4064263063294361088	no_parallax_published
6845-941-1		314634		4067403302850874112	no_parallax_published
6846-1102-1		164471		4064156406348005376	no_parallax_published
6846-419-1		315055		4065730773933138304	no_parallax_published
6846-743-1		315081		4064141219343637504	no_parallax_published
6846-771-1		164317			no_parallax_published
6848-140-1		315556		4065252864270866688	no_parallax_published
6848-3273-1		168836		4053129374227233408	no_parallax_published
6849-597-1		316652		4063440181996047872	no_parallax_published
6849-750-1		162437		4063776288878441984	no_parallax_published
685-1390-1		32753		3290046382980612480	no_parallax_published
685-614-1		240683		3290349676390676864	refused_no_defensible_parallax
6850-2412-1		316798			no_parallax_published
6850-2782-1		316962		4062733195998535040	no_parallax_published
6850-818-1		315122		4063207291699357568	no_parallax_published
6851-3031-1		165952		4064791172502017536	no_parallax_published
6851-4500-1		166022		4062985774473790464	refused_no_defensible_parallax
6851-5892-1		166395		4050983230591309824	no_parallax_published
6852-137-1		168767		4052703210405547264	no_parallax_published
6852-1422-1		317437		4051489349574223616	no_parallax_published
6852-2138-1		317354		4052346075294625408	no_parallax_published
6852-777-1		315517		4052643385733889024	no_parallax_published
6853-13-1		316817		4062741201820657664	no_parallax_published
6854-1453-1		316838		4062464498471104000	refused_no_defensible_parallax
6854-1645-1		316980		4062429318531835136	refused_no_defensible_parallax
6854-2880-1		164996		4050194777696813184	no_parallax_published
6854-3139-1		317074		4062820057386843648	no_parallax_published
6855-1526-1		317316		4049851661409514624	no_parallax_published
6855-2083-1		166080		4050512158618057600	no_parallax_published
6855-2139-1		317184		4050069119776222208	no_parallax_published
6855-2152-1		317239		4050644512355715584	no_parallax_published
6856-1887-1		317454		4051074524535884800	no_parallax_published
6857-2726-1		170765		4077960744874174592	refused_no_defensible_parallax
6859-198-1		173643		4078476484454848768	no_parallax_published
6859-44-1		172966		4078517132065384832	no_parallax_published
686-1343-1		286952		3293913777691784064	no_parallax_published
6861-104-1		170979		4076261720133162624	no_parallax_published
6861-1067-1		170637		4076054878899673600	no_parallax_published
6861-1351-1		315668		4077314987890016896	no_parallax_published
6861-2179-1		170398		4076169503008294528	refused_no_defensible_parallax
6861-564-1		315618			no_parallax_published
6863-282-1		172968		4076506812497225728	no_parallax_published
6863-312-1		174031		4074979041074740224	no_parallax_published
6863-92-1	91858	172893		4076524709573265920	refused_no_defensible_parallax
6863-951-1		173015		4073382756350623744	no_parallax_published
6865-1013-1		170841		4048669548929228928	refused_no_defensible_parallax
6865-1738-1		169918		4052000966151531776	no_parallax_published
6865-2811-1		170181		4052028041600862976	no_parallax_published
6866-1163-1		172296		4072592276218004864	refused_no_defensible_parallax
6867-1366-1		173428		4071738127447745920	no_parallax_published
6867-1671-1		173299		4072959856688322176	no_parallax_published
687-841-1		287174		3292889857489012992	no_parallax_published
6873-764-1		176456		4074628743518378752	no_parallax_published
6876-1701-1		183310		6771605078521083008	no_parallax_published
6878-287-1		178964		6770141452444996096	refused_no_defensible_parallax
6881-1517-1		177686			no_v_magnitude
6882-1903-1		179611		6763203087395110272	no_parallax_published
6882-393-1		179667		6762935974793920896	refused_no_defensible_parallax
6889-1323-1	96274	184268		6768305615921978240	refused_no_defensible_parallax
6896-960-1		189363		6850368628333282688	no_parallax_published
6899-1807-1		187441		6754927205111981568	no_parallax_published
6900-2234-1		189053		6753943245283232640	refused_no_defensible_parallax
6905-1373-1		190822			no_parallax_published
6908-52-1		196429		6854955172368793856	no_parallax_published
691-559-1		287122		3296362630605550976	no_parallax_published
6914-1503-1		193280		6846141929538210560	refused_no_defensible_parallax
6921-1308-1		197539			no_parallax_published
6923-347-1		199856		6807306702104996224	refused_no_defensible_parallax
6924-566-1		200606		6807836323111936640	refused_no_defensible_parallax
6928-225-1		201288		6803994904362461696	no_parallax_published
693-74-1		32644		3391275699833669248	refused_no_defensible_parallax
6932-327-1		200682		6801428025747931008	refused_no_defensible_parallax
6933-1475-1		196698		6795213208072307072	no_parallax_published
6937-144-1		202469			no_parallax_published
694-930-1		286970		3308131940509405440	refused_no_defensible_parallax
6952-651-1		206118			no_parallax_published
6953-342-1		207210		6816342553085162752	refused_no_defensible_parallax
6954-1126-1		208955		6813564190280657664	refused_no_defensible_parallax
6955-516-1		210612		6626239883155910528	no_parallax_published
6956-246-1		207820		6812859888660278528	no_parallax_published
6957-1438-1		209982		6620154464252817408	no_parallax_published
6958-1348-1		211292			no_parallax_published
6958-821-1		210664		6626008676476520320	no_parallax_published
696-1498-1		287183		3296303974235961344	refused_no_defensible_parallax
6960-1868-1		209969			no_parallax_published
6962-333-1		212230		6628243738802010240	no_parallax_published
6964-504-1		215480		6623627718406235648	no_parallax_published
6973-618-1		220201			no_parallax_published
698-1074-1		241267		3290558514881556096	no_parallax_published
698-1132-1		241582		3242311016941561344	no_parallax_published
698-1215-1		241118		3290474196081380352	no_parallax_published
698-2320-1		241083		3290068545011889024	refused_no_defensible_parallax
6980-581-1		220862		2381910900115760640	refused_no_defensible_parallax
6980-855-1		221329		2381043286657383808	no_parallax_published
6989-1194-1		117		2320600177541728256	no_parallax_published
6989-692-1		224976		2320786304244317568	no_parallax_published
699-1461-1		34958		3241366605171865728	refused_no_defensible_parallax
699-668-1		242288		3242191685569921792	no_parallax_published
6992-417-1		224811		2313538014356283648	no_parallax_published
6997-840-1	2530			5004023416831936640	refused_no_defensible_parallax
70-1280-1		22063		3276367633696401408	refused_no_defensible_parallax
700-1112-1		243789		3337184061371151104	no_parallax_published
700-1561-1		243387		3337516526197789184	no_parallax_published
701-778-1		37052		3334669546996726400	no_parallax_published
701-867-1		245571		3334854505470011008	refused_no_defensible_parallax
7012-241-1		18467		5052892890460871552	no_parallax_published
7013-214-1		15369		5063525653237013120	refused_no_defensible_parallax
702-2135-1		241656		3290637336121584000	no_parallax_published
703-1449-1		242563		3338641567111309184	no_parallax_published
703-2175-1		242771		3338825391713309440	no_parallax_published
7038-174-1		28041		4872273130365626752	no_parallax_published
7042-163-1		29467		4871450283349329280	no_parallax_published
7042-669-1		30499		4874134947148597376	no_parallax_published
7047-1076-1		32625		4875680310741648768	no_parallax_published
7047-382-1		33484			no_parallax_published
7048-1080-1		35387		2905998997307241600	no_parallax_published
7049-859-1		31687		4873808495272637440	no_parallax_published
705-222-1		245141			no_v_magnitude
7050-120-1		33526		4826872371109646592	no_parallax_published
7052-1488-1		30746		4866866758675404544	no_parallax_published
706-1781-1		241445		3387885222587427072	no_parallax_published
707-895-1		241936		3388423635390733184	refused_no_defensible_parallax
7073-1173-1		44970		2895061433592812800	refused_no_defensible_parallax
7073-2296-1		45305		2893172056000593792	refused_no_defensible_parallax
7074-266-1		45630		2894789407544211712	refused_no_defensible_parallax
708-1383-1		243855			no_parallax_published
